index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,anomaly
13141,2012-07-06,autumn,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,576,-1
13142,2012-07-06,autumn,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,560,-1
13160,2012-07-07,autumn,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,342,-1
13163,2012-07-07,autumn,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,306,-1
13164,2012-07-07,autumn,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,294,-1
13165,2012-07-07,autumn,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,279,-1
13166,2012-07-07,autumn,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,277,-1
13182,2012-07-08,autumn,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,319,-1
13213,2012-07-09,autumn,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,849,-1
13214,2012-07-09,autumn,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,872,-1
13237,2012-07-10,autumn,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,872,-1
13261,2012-07-11,autumn,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,830,-1
13262,2012-07-11,autumn,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,814,-1
13285,2012-07-12,autumn,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,795,-1
13286,2012-07-12,autumn,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,825,-1
13300,2012-07-13,autumn,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,713,-1
13309,2012-07-13,autumn,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,835,-1
13357,2012-07-15,autumn,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,436,-1
13380,2012-07-16,autumn,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,386,-1
13381,2012-07-16,autumn,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,755,-1
13382,2012-07-16,autumn,1,7,18,0,1,1,1,0.84,0.803,0.53,0.0,794,-1
13395,2012-07-17,autumn,1,7,7,0,2,1,2,0.74,0.697,0.7,0.0,526,-1
13396,2012-07-17,autumn,1,7,8,0,2,1,2,0.8,0.7576,0.55,0.0,661,-1
13400,2012-07-17,autumn,1,7,12,0,2,1,2,0.9,0.8182,0.35,0.0,254,-1
13405,2012-07-17,autumn,1,7,17,0,2,1,1,0.92,0.8182,0.29,0.0,770,-1
13406,2012-07-17,autumn,1,7,18,0,2,1,1,0.9,0.803,0.33,0.194,772,-1
13423,2012-07-18,autumn,1,7,11,0,3,1,1,0.9,0.8485,0.42,0.0,183,-1
13425,2012-07-18,autumn,1,7,13,0,3,1,1,0.94,0.8485,0.33,0.0,203,-1
13453,2012-07-19,autumn,1,7,17,0,4,1,1,0.86,0.7879,0.41,0.0,771,-1
13454,2012-07-19,autumn,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,777,-1
13477,2012-07-20,autumn,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,715,-1
13540,2012-07-23,autumn,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,738,-1
13549,2012-07-23,autumn,1,7,17,0,1,1,1,0.82,0.7727,0.52,0.1343,847,-1
13550,2012-07-23,autumn,1,7,18,0,1,1,1,0.82,0.7576,0.46,0.1045,741,-1
13573,2012-07-24,autumn,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,869,-1
13574,2012-07-24,autumn,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,877,-1
13597,2012-07-25,autumn,1,7,17,0,3,1,1,0.8,0.697,0.31,0.0,913,-1
13598,2012-07-25,autumn,1,7,18,0,3,1,1,0.8,0.697,0.27,0.1343,891,-1
13621,2012-07-26,autumn,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,738,-1
13622,2012-07-26,autumn,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,688,-1
13623,2012-07-26,autumn,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,614,-1
13625,2012-07-26,autumn,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,271,-1
13626,2012-07-26,autumn,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,234,-1
13636,2012-07-27,autumn,1,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896,676,-1
13708,2012-07-30,autumn,1,7,8,0,1,1,2,0.72,0.697,0.74,0.1045,751,-1
13717,2012-07-30,autumn,1,7,17,0,1,1,1,0.76,0.697,0.55,0.3284,827,-1
13718,2012-07-30,autumn,1,7,18,0,1,1,1,0.76,0.7121,0.58,0.4179,812,-1
13732,2012-07-31,autumn,1,7,8,0,2,1,1,0.7,0.6667,0.79,0.1343,760,-1
13741,2012-07-31,autumn,1,7,17,0,2,1,1,0.78,0.7121,0.52,0.2239,820,-1
13742,2012-07-31,autumn,1,7,18,0,2,1,1,0.76,0.697,0.55,0.2836,857,-1
13765,2012-08-01,autumn,1,8,17,0,3,1,1,0.8,0.7424,0.49,0.1642,837,-1
13766,2012-08-01,autumn,1,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,891,-1
13789,2012-08-02,autumn,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,865,-1
13790,2012-08-02,autumn,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,767,-1
13792,2012-08-02,autumn,1,8,20,0,4,1,1,0.78,0.7576,0.66,0.0,427,-1
13813,2012-08-03,autumn,1,8,17,0,5,1,2,0.84,0.803,0.53,0.2836,741,-1
13834,2012-08-04,autumn,1,8,14,0,6,0,1,0.88,0.803,0.4,0.3881,472,-1
13835,2012-08-04,autumn,1,8,15,0,6,0,1,0.88,0.8182,0.42,0.4179,489,-1
13856,2012-08-05,autumn,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,491,-1
13857,2012-08-05,autumn,1,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,523,-1
13858,2012-08-05,autumn,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,526,-1
13859,2012-08-05,autumn,1,8,15,0,0,0,1,0.9,0.8182,0.37,0.5224,450,-1
13876,2012-08-06,autumn,1,8,8,0,1,1,2,0.7,0.6667,0.79,0.0,605,-1
13885,2012-08-06,autumn,1,8,17,0,1,1,1,0.82,0.7424,0.41,0.0,858,-1
13886,2012-08-06,autumn,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,843,-1
13909,2012-08-07,autumn,1,8,17,0,2,1,2,0.78,0.7424,0.62,0.1343,868,-1
13910,2012-08-07,autumn,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642,814,-1
13924,2012-08-08,autumn,1,8,8,0,3,1,2,0.74,0.7273,0.72,0.0896,737,-1
13933,2012-08-08,autumn,1,8,17,0,3,1,2,0.8,0.7576,0.55,0.2836,858,-1
13934,2012-08-08,autumn,1,8,18,0,3,1,2,0.78,0.7273,0.55,0.1642,862,-1
13957,2012-08-09,autumn,1,8,17,0,4,1,1,0.86,0.7576,0.36,0.2537,810,-1
13958,2012-08-09,autumn,1,8,18,0,4,1,2,0.82,0.7576,0.46,0.2537,811,-1
14025,2012-08-12,autumn,1,8,13,0,0,0,1,0.78,0.697,0.4,0.0,543,-1
14029,2012-08-12,autumn,1,8,17,0,0,0,1,0.8,0.697,0.33,0.0,505,-1
14053,2012-08-13,autumn,1,8,17,0,1,1,1,0.8,0.7121,0.36,0.1642,818,-1
14054,2012-08-13,autumn,1,8,18,0,1,1,1,0.76,0.697,0.52,0.2836,812,-1
14068,2012-08-14,autumn,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,618,-1
14077,2012-08-14,autumn,1,8,17,0,2,1,3,0.76,0.7273,0.66,0.2537,812,-1
14078,2012-08-14,autumn,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,854,-1
14101,2012-08-15,autumn,1,8,17,0,3,1,1,0.74,0.6818,0.55,0.2836,851,-1
14102,2012-08-15,autumn,1,8,18,0,3,1,1,0.74,0.6667,0.51,0.2239,848,-1
14122,2012-08-16,autumn,1,8,14,0,4,1,1,0.82,0.7121,0.32,0.0,248,-1
14125,2012-08-16,autumn,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.194,897,-1
14126,2012-08-16,autumn,1,8,18,0,4,1,1,0.8,0.7121,0.36,0.0,832,-1
14147,2012-08-17,autumn,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627,383,-1
14148,2012-08-17,autumn,1,8,16,0,5,1,2,0.84,0.2424,0.32,0.4478,488,-1
14149,2012-08-17,autumn,1,8,17,0,5,1,1,0.82,0.2424,0.36,0.3284,791,-1
14221,2012-08-20,autumn,1,8,17,0,1,1,1,0.7,0.6515,0.58,0.2836,893,-1
14222,2012-08-20,autumn,1,8,18,0,1,1,2,0.62,0.5909,0.78,0.2537,815,-1
14245,2012-08-21,autumn,1,8,17,0,2,1,1,0.74,0.6667,0.51,0.2836,878,-1
14259,2012-08-22,autumn,1,8,7,0,3,1,1,0.62,0.5909,0.78,0.0,553,-1
14260,2012-08-22,autumn,1,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,740,-1
14271,2012-08-22,autumn,1,8,19,0,3,1,2,0.66,0.6212,0.74,0.0,580,-1
14284,2012-08-23,autumn,1,8,8,0,4,1,2,0.66,0.6212,0.74,0.0896,707,-1
14293,2012-08-23,autumn,1,8,17,0,4,1,1,0.76,0.6818,0.45,0.2239,820,-1
14294,2012-08-23,autumn,1,8,18,0,4,1,1,0.74,0.6667,0.48,0.2239,941,-1
14308,2012-08-24,autumn,1,8,8,0,5,1,2,0.66,0.6212,0.74,0.0,744,-1
14361,2012-08-26,autumn,1,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,541,-1
14380,2012-08-27,autumn,1,8,8,0,1,1,1,0.66,0.6061,0.83,0.0896,699,-1
14389,2012-08-27,autumn,1,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,845,-1
14390,2012-08-27,autumn,1,8,18,0,1,1,1,0.78,0.7121,0.52,0.2537,834,-1
14404,2012-08-28,autumn,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,693,-1
14413,2012-08-28,autumn,1,8,17,0,2,1,1,0.8,0.697,0.35,0.3881,864,-1
14414,2012-08-28,autumn,1,8,18,0,2,1,1,0.78,0.697,0.4,0.2537,818,-1
14437,2012-08-29,autumn,1,8,17,0,3,1,1,0.78,0.6818,0.35,0.2239,870,-1
14438,2012-08-29,autumn,1,8,18,0,3,1,1,0.74,0.6667,0.42,0.1642,812,-1
14452,2012-08-30,autumn,1,8,8,0,4,1,1,0.66,0.6212,0.65,0.0,754,-1
14461,2012-08-30,autumn,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.2239,844,-1
14462,2012-08-30,autumn,1,8,18,0,4,1,1,0.8,0.7121,0.38,0.1343,853,-1
14476,2012-08-31,autumn,1,8,8,0,5,1,2,0.7,0.6667,0.74,0.0,690,-1
14482,2012-08-31,autumn,1,8,14,0,5,1,1,0.9,0.7727,0.25,0.2239,436,-1
14483,2012-08-31,autumn,1,8,15,0,5,1,1,0.9,0.7879,0.27,0.2985,526,-1
14484,2012-08-31,autumn,1,8,16,0,5,1,1,0.9,0.7879,0.27,0.2537,528,-1
14485,2012-08-31,autumn,1,8,17,0,5,1,1,0.88,0.7727,0.32,0.1642,617,-1
14509,2012-09-01,autumn,1,9,17,0,6,0,2,0.82,0.7727,0.52,0.0,463,-1
14510,2012-09-01,autumn,1,9,18,0,6,0,2,0.82,0.7727,0.52,0.0,442,-1
14527,2012-09-02,autumn,1,9,11,0,0,0,2,0.74,0.697,0.7,0.0,489,-1
14528,2012-09-02,autumn,1,9,12,0,0,0,3,0.74,0.697,0.7,0.0,545,-1
14532,2012-09-02,autumn,1,9,16,0,0,0,1,0.74,0.697,0.7,0.0,474,-1
14534,2012-09-02,autumn,1,9,18,0,0,0,1,0.74,0.7121,0.74,0.0,500,-1
14581,2012-09-04,autumn,1,9,17,0,2,1,1,0.76,0.7273,0.7,0.3582,856,-1
14582,2012-09-04,autumn,1,9,18,0,2,1,1,0.76,0.7424,0.75,0.2239,839,-1
14605,2012-09-05,autumn,1,9,17,0,3,1,1,0.76,0.7273,0.66,0.2537,863,-1
14606,2012-09-05,autumn,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.194,839,-1
14620,2012-09-06,autumn,1,9,8,0,4,1,3,0.7,0.6667,0.79,0.0,646,-1
14629,2012-09-06,autumn,1,9,17,0,4,1,1,0.74,0.697,0.7,0.2537,808,-1
14630,2012-09-06,autumn,1,9,18,0,4,1,1,0.72,0.6818,0.7,0.2537,835,-1
14644,2012-09-07,autumn,1,9,8,0,5,1,1,0.66,0.6061,0.83,0.1045,719,-1
14653,2012-09-07,autumn,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,772,-1
14654,2012-09-07,autumn,1,9,18,0,5,1,1,0.76,0.7121,0.62,0.2985,792,-1
14671,2012-09-08,autumn,1,9,11,0,6,0,1,0.76,0.7121,0.62,0.4478,578,-1
14672,2012-09-08,autumn,1,9,12,0,6,0,1,0.8,0.7576,0.55,0.4925,694,-1
14673,2012-09-08,autumn,1,9,13,0,6,0,1,0.82,0.7727,0.52,0.5224,668,-1
14674,2012-09-08,autumn,1,9,14,0,6,0,1,0.82,0.7727,0.52,0.4478,626,-1
14696,2012-09-09,autumn,1,9,12,0,0,0,1,0.66,0.6212,0.47,0.0,757,-1
14697,2012-09-09,autumn,1,9,13,0,0,0,1,0.68,0.6364,0.39,0.0,729,-1
14725,2012-09-10,autumn,1,9,17,0,1,1,1,0.66,0.6212,0.34,0.3284,871,-1
14726,2012-09-10,autumn,1,9,18,0,1,1,1,0.62,0.6212,0.35,0.2985,968,-1
14740,2012-09-11,autumn,1,9,8,0,2,1,1,0.54,0.5152,0.68,0.0896,750,-1
14749,2012-09-11,autumn,1,9,17,0,2,1,1,0.7,0.6364,0.28,0.0,970,-1
14750,2012-09-11,autumn,1,9,18,0,2,1,1,0.64,0.6212,0.36,0.1642,877,-1
14764,2012-09-12,autumn,1,9,8,0,3,1,1,0.56,0.5303,0.64,0.1045,770,-1
14773,2012-09-12,autumn,1,9,17,0,3,1,1,0.7,0.6364,0.41,0.2985,925,-1
14774,2012-09-12,autumn,1,9,18,0,3,1,1,0.66,0.6212,0.44,0.2537,977,-1
14787,2012-09-13,autumn,1,9,7,0,4,1,1,0.54,0.5152,0.77,0.0,571,-1
14788,2012-09-13,autumn,1,9,8,0,4,1,1,0.56,0.5303,0.73,0.0,758,-1
14797,2012-09-13,autumn,1,9,17,0,4,1,1,0.72,0.6515,0.42,0.194,884,-1
14798,2012-09-13,autumn,1,9,18,0,4,1,1,0.68,0.6364,0.57,0.2537,852,-1
14820,2012-09-14,autumn,1,9,16,0,5,1,2,0.72,0.6667,0.51,0.0,563,-1
14821,2012-09-14,autumn,1,9,17,0,5,1,1,0.72,0.6667,0.51,0.194,894,-1
14822,2012-09-14,autumn,1,9,18,0,5,1,1,0.72,0.6515,0.45,0.2239,808,-1
14833,2012-09-15,autumn,1,9,5,0,6,0,1,0.58,0.5455,0.6,0.5224,16,-1
14844,2012-09-15,autumn,1,9,16,0,6,0,2,0.66,0.6212,0.36,0.2239,783,-1
14869,2012-09-16,autumn,1,9,17,0,0,0,1,0.66,0.6212,0.41,0.0,570,-1
14884,2012-09-17,autumn,1,9,8,0,1,1,1,0.54,0.5152,0.77,0.0896,683,-1
14893,2012-09-17,autumn,1,9,17,0,1,1,2,0.64,0.6061,0.65,0.2239,842,-1
14907,2012-09-18,autumn,1,9,7,0,2,1,2,0.64,0.5758,0.89,0.4478,356,-1
14908,2012-09-18,autumn,1,9,8,0,2,1,2,0.66,0.6061,0.83,0.5522,672,-1
14909,2012-09-18,autumn,1,9,9,0,2,1,2,0.66,0.6061,0.83,0.5821,293,-1
14910,2012-09-18,autumn,1,9,10,0,2,1,3,0.68,0.6364,0.79,0.6418,160,-1
14911,2012-09-18,autumn,1,9,11,0,2,1,2,0.68,0.6364,0.79,0.6418,151,-1
14913,2012-09-18,autumn,1,9,13,0,2,1,2,0.7,0.6667,0.74,0.5821,114,-1
14914,2012-09-18,autumn,1,9,14,0,2,1,3,0.6,0.5152,0.94,0.4627,143,-1
14932,2012-09-19,autumn,1,9,8,0,3,1,1,0.52,0.5,0.59,0.2239,797,-1
14941,2012-09-19,autumn,1,9,17,0,3,1,1,0.6,0.6212,0.38,0.2239,886,-1
14942,2012-09-19,autumn,1,9,18,0,3,1,1,0.58,0.5455,0.4,0.2836,892,-1
14956,2012-09-20,autumn,1,9,8,0,4,1,1,0.5,0.4848,0.68,0.0896,790,-1
14965,2012-09-20,autumn,1,9,17,0,4,1,1,0.64,0.6212,0.5,0.2239,976,-1
14966,2012-09-20,autumn,1,9,18,0,4,1,1,0.6,0.6212,0.56,0.2537,900,-1
14989,2012-09-21,autumn,1,9,17,0,5,1,1,0.68,0.6364,0.57,0.2836,846,-1
15011,2012-09-22,autumn,1,9,15,0,6,0,1,0.74,0.6667,0.48,0.3881,750,-1
15032,2012-09-23,winter,1,9,12,0,0,0,1,0.56,0.5303,0.43,0.1045,776,-1
15061,2012-09-24,winter,1,9,17,0,1,1,1,0.58,0.5455,0.3,0.0,898,-1
15062,2012-09-24,winter,1,9,18,0,1,1,1,0.54,0.5152,0.37,0.1642,853,-1
15076,2012-09-25,winter,1,9,8,0,2,1,1,0.48,0.4697,0.67,0.194,805,-1
15085,2012-09-25,winter,1,9,17,0,2,1,1,0.66,0.6212,0.39,0.2836,967,-1
15086,2012-09-25,winter,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239,822,-1
15100,2012-09-26,winter,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985,838,-1
15109,2012-09-26,winter,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,953,-1
15110,2012-09-26,winter,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239,884,-1
15123,2012-09-27,winter,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,558,-1
15124,2012-09-27,winter,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,794,-1
15133,2012-09-27,winter,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,905,-1
15134,2012-09-27,winter,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,899,-1
15147,2012-09-28,winter,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0,394,-1
15148,2012-09-28,winter,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,705,-1
15157,2012-09-28,winter,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,808,-1
15181,2012-09-29,winter,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,712,-1
15220,2012-10-01,winter,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,784,-1
15229,2012-10-01,winter,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,856,-1
15253,2012-10-02,winter,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,715,-1
15254,2012-10-02,winter,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,687,-1
15255,2012-10-02,winter,1,10,19,0,2,1,3,0.62,0.5455,0.94,0.0,395,-1
15264,2012-10-03,winter,1,10,4,0,3,1,2,0.6,0.5,1.0,0.0,11,-1
15268,2012-10-03,winter,1,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,809,-1
15277,2012-10-03,winter,1,10,17,0,3,1,1,0.7,0.6515,0.65,0.0,917,-1
15278,2012-10-03,winter,1,10,18,0,3,1,1,0.7,0.6515,0.65,0.0,810,-1
15279,2012-10-03,winter,1,10,19,0,3,1,1,0.7,0.6515,0.65,0.0,593,-1
15292,2012-10-04,winter,1,10,8,0,4,1,1,0.64,0.5758,0.89,0.0,738,-1
15301,2012-10-04,winter,1,10,17,0,4,1,1,0.7,0.6515,0.51,0.2239,901,-1
15302,2012-10-04,winter,1,10,18,0,4,1,1,0.66,0.6212,0.57,0.1045,887,-1
15316,2012-10-05,winter,1,10,8,0,5,1,1,0.58,0.5455,0.64,0.0,785,-1
15324,2012-10-05,winter,1,10,16,0,5,1,1,0.72,0.6515,0.37,0.0,634,-1
15325,2012-10-05,winter,1,10,17,0,5,1,1,0.7,0.6364,0.42,0.1642,900,-1
15345,2012-10-06,winter,1,10,13,0,6,0,2,0.64,0.6212,0.57,0.5224,710,-1
15347,2012-10-06,winter,1,10,15,0,6,0,1,0.6,0.6212,0.46,0.4179,620,-1
15348,2012-10-06,winter,1,10,16,0,6,0,1,0.6,0.6212,0.43,0.5224,659,-1
15436,2012-10-10,winter,1,10,8,0,3,1,1,0.5,0.4848,0.77,0.1642,839,-1
15445,2012-10-10,winter,1,10,17,0,3,1,1,0.58,0.5455,0.43,0.2239,948,-1
15447,2012-10-10,winter,1,10,19,0,3,1,2,0.56,0.5303,0.46,0.5821,566,-1
15460,2012-10-11,winter,1,10,8,0,4,1,1,0.38,0.3939,0.46,0.3881,798,-1
15469,2012-10-11,winter,1,10,17,0,4,1,1,0.5,0.4848,0.39,0.2836,827,-1
15484,2012-10-12,winter,1,10,8,0,5,1,1,0.42,0.4242,0.71,0.0896,745,-1
15493,2012-10-12,winter,1,10,17,0,5,1,1,0.46,0.4545,0.38,0.3881,837,-1
15512,2012-10-13,winter,1,10,12,0,6,0,1,0.44,0.4394,0.35,0.0,573,-1
15537,2012-10-14,winter,1,10,13,0,0,0,1,0.64,0.6212,0.41,0.4478,619,-1
15538,2012-10-14,winter,1,10,14,0,0,0,1,0.66,0.6212,0.39,0.4179,617,-1
15556,2012-10-15,winter,1,10,8,0,1,1,2,0.6,0.6061,0.64,0.3881,737,-1
15580,2012-10-16,winter,1,10,8,0,2,1,1,0.44,0.4394,0.62,0.0,835,-1
15589,2012-10-16,winter,1,10,17,0,2,1,1,0.52,0.5,0.39,0.194,943,-1
15590,2012-10-16,winter,1,10,18,0,2,1,1,0.5,0.4848,0.42,0.1642,838,-1
15604,2012-10-17,winter,1,10,8,0,3,1,2,0.4,0.4091,0.76,0.0,817,-1
15613,2012-10-17,winter,1,10,17,0,3,1,1,0.54,0.5152,0.56,0.1045,888,-1
15614,2012-10-17,winter,1,10,18,0,3,1,1,0.52,0.5,0.59,0.1642,884,-1
15628,2012-10-18,winter,1,10,8,0,4,1,1,0.46,0.4545,0.82,0.2537,834,-1
15637,2012-10-18,winter,1,10,17,0,4,1,2,0.58,0.5455,0.64,0.3284,890,-1
15638,2012-10-18,winter,1,10,18,0,4,1,2,0.56,0.5303,0.64,0.3284,788,-1
15682,2012-10-20,winter,1,10,14,0,6,0,1,0.56,0.5303,0.4,0.0,711,-1
15683,2012-10-20,winter,1,10,15,0,6,0,1,0.56,0.5303,0.43,0.0,711,-1
15724,2012-10-22,winter,1,10,8,0,1,1,1,0.44,0.4394,0.67,0.0,728,-1
15733,2012-10-22,winter,1,10,17,0,1,1,1,0.62,0.6212,0.33,0.1045,922,-1
15734,2012-10-22,winter,1,10,18,0,1,1,1,0.54,0.5152,0.64,0.1045,786,-1
15748,2012-10-23,winter,1,10,8,0,2,1,2,0.46,0.4545,0.72,0.0896,761,-1
15757,2012-10-23,winter,1,10,17,0,2,1,1,0.68,0.6364,0.41,0.0,938,-1
15758,2012-10-23,winter,1,10,18,0,2,1,1,0.62,0.6212,0.53,0.0896,826,-1
15772,2012-10-24,winter,1,10,8,0,3,1,2,0.52,0.5,0.83,0.1045,801,-1
15781,2012-10-24,winter,1,10,17,0,3,1,1,0.66,0.6212,0.47,0.0,963,-1
15782,2012-10-24,winter,1,10,18,0,3,1,1,0.66,0.6212,0.44,0.0,858,-1
15796,2012-10-25,winter,1,10,8,0,4,1,2,0.52,0.5,0.83,0.1642,779,-1
15805,2012-10-25,winter,1,10,17,0,4,1,1,0.6,0.5909,0.69,0.1642,886,-1
15806,2012-10-25,winter,1,10,18,0,4,1,1,0.56,0.5303,0.83,0.1045,809,-1
15829,2012-10-26,winter,1,10,17,0,5,1,2,0.56,0.5303,0.76,0.194,817,-1
15872,2012-10-28,winter,1,10,12,0,0,0,2,0.48,0.4697,0.59,0.4925,491,-1
15877,2012-10-28,winter,1,10,17,0,0,0,3,0.46,0.4545,0.77,0.5224,225,-1
15878,2012-10-28,winter,1,10,18,0,0,0,3,0.42,0.4242,0.94,0.4925,154,-1
15880,2012-10-28,winter,1,10,20,0,0,0,3,0.42,0.4242,0.94,0.4627,55,-1
15904,2012-10-31,winter,1,10,8,0,3,1,1,0.32,0.3333,0.81,0.1343,621,-1
16099,2012-11-08,winter,1,11,12,0,4,1,1,0.4,0.4091,0.24,0.4925,235,-1
16100,2012-11-08,winter,1,11,13,0,4,1,1,0.44,0.4394,0.18,0.4179,228,-1
16101,2012-11-08,winter,1,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179,182,-1
16102,2012-11-08,winter,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,233,-1
16103,2012-11-08,winter,1,11,16,0,4,1,1,0.42,0.4242,0.16,0.3881,339,-1
16104,2012-11-08,winter,1,11,17,0,4,1,1,0.4,0.4091,0.2,0.2985,592,-1
16105,2012-11-08,winter,1,11,18,0,4,1,1,0.4,0.4091,0.24,0.4179,507,-1
16147,2012-11-10,winter,1,11,12,0,6,0,1,0.48,0.4697,0.48,0.0,606,-1
16148,2012-11-10,winter,1,11,13,0,6,0,1,0.52,0.5,0.39,0.0,651,-1
16149,2012-11-10,winter,1,11,14,0,6,0,1,0.54,0.5152,0.37,0.0,627,-1
16150,2012-11-10,winter,1,11,15,0,6,0,1,0.52,0.5,0.45,0.0,567,-1
16151,2012-11-10,winter,1,11,16,0,6,0,1,0.54,0.5152,0.37,0.0,605,-1
16208,2012-11-13,winter,1,11,1,0,2,1,3,0.44,0.4394,0.88,0.6418,5,-1
16407,2012-11-21,winter,1,11,8,0,3,1,2,0.28,0.303,0.81,0.0896,551,-1
16473,2012-11-24,winter,1,11,2,0,6,0,1,0.32,0.2727,0.39,0.6119,32,-1
16483,2012-11-24,winter,1,11,12,0,6,0,2,0.3,0.2576,0.36,0.6119,199,-1
16526,2012-11-26,winter,1,11,7,0,1,1,1,0.24,0.2879,0.65,0.0,365,-1
16527,2012-11-26,winter,1,11,8,0,1,1,1,0.24,0.2879,0.65,0.0,638,-1
16536,2012-11-26,winter,1,11,17,0,1,1,1,0.42,0.4242,0.32,0.0,553,-1
16560,2012-11-27,winter,1,11,17,0,2,1,2,0.3,0.2727,0.75,0.3881,527,-1
16561,2012-11-27,winter,1,11,18,0,2,1,1,0.26,0.2273,0.81,0.3582,482,-1
16575,2012-11-28,winter,1,11,8,0,3,1,1,0.24,0.2121,0.6,0.2836,692,-1
16597,2012-11-29,winter,1,11,7,0,4,1,1,0.2,0.2576,0.64,0.0,362,-1
16598,2012-11-29,winter,1,11,8,0,4,1,1,0.2,0.2273,0.69,0.1045,679,-1
16621,2012-11-30,winter,1,11,7,0,5,1,1,0.22,0.2727,0.8,0.0,352,-1
16622,2012-11-30,winter,1,11,8,0,5,1,2,0.22,0.2576,0.8,0.0896,729,-1
16651,2012-12-01,winter,1,12,13,0,6,0,2,0.34,0.3636,0.76,0.0,509,-1
16693,2012-12-03,winter,1,12,7,0,1,1,2,0.34,0.3636,0.93,0.0,396,-1
16694,2012-12-03,winter,1,12,8,0,1,1,1,0.36,0.3788,0.93,0.0,731,-1
16704,2012-12-03,winter,1,12,18,0,1,1,1,0.5,0.4848,0.68,0.0896,692,-1
